CAR_ID,VIN,MODEL_YEAR,VEHICLE_CONFIG,DOORS,STATE,STATE_AB,COUNTRY,PART_NUMBER,BATTERY_SERIAL_NUMBER
1458,8naq88na8naq78164,2014,sedan,4,South Carolina,SC,USA,85AHQ352021,85AHQ35202165416
1459,4qhum4qh4qhu44849,2003,suv,2,Michigan,MI,USA,87AH5362021,87AH536202114815
1460,8po1f8po8po188480,2015,sedan,4,Tennessee,TN,USA,59AHQ262019,59AHQ26201971076
1461,15x2515x15x201824,1992,suv,2,California,CA,USA,90AHC372022,90AHC37202279998
1463,4kcxs4kc4kcx34031,2000,suv,2,Kentucky,KY,USA,46AHE222018,46AHE22201817571
1464,3kfwg3kf3kfw33939,2000,suv,2,Kentucky,KY,USA,40AHK202018,40AHK20201884717
1465,15rul15r15ru01731,1992,suv,2,California,CA,USA,82AHT342021,82AHT34202128493
1466,7klj47kl7klj77771,2013,sedan,4,Pennsylvania,PA,USA,81AHK342021,81AHK34202186215
1467,8qg7l8qg8qg788592,2016,sedan,4,Texas,TX,USA,84AHC352021,84AHC35202138469
1468,5uu8v5uu5uu845359,2005,suv,2,Missouri,MO,USA,49AHT232018,49AHT23201852921
1469,4l8nz4l84l8n34177,2000,suv,2,Louisiana,LA,USA,55AHT252019,55AHT25201984689
1470,4qan34qa4qan44824,2003,suv,2,Michigan,MI,USA,87AH5362021,87AH536202164553
1471,4lstn4ls4lst34167,2000,suv,2,Louisiana,LA,USA,55AHT252019,55AHT25201933524
1472,7feos7fe7feo67068,2010,sedan,4,North Dakota,ND,USA,46AHK222018,46AHK22201857812
1473,4ns5w4ns4ns534405,2001,suv,2,Maine,ME,USA,61AHT272019,61AHT27201916904
1474,5wmaj5wm5wma55649,2006,sedan,4,Montana,MT,USA,52AHC242018,52AHC24201866199
1475,3fjro3fj3fjr23182,1997,suv,2,Illinois,IL,USA,45AHK212018,45AHK21201832637
1476,4nnc04nn4nnc34463,2001,suv,2,Maryland,MD,USA,91AHT372022,91AHT37202224470
1478,7ltup7lt7ltu77875,2013,sedan,4,Rhode Island,RI,USA,69AHK302020,69AHK30202011167
1479,6d2pl6d26d2p66701,2009,sedan,4,New York,NY,USA,94AHC382022,94AHC38202257250
1480,5voci5vo5voc55634,2005,sedan,4,Montana,MT,USA,52AHC242018,52AHC24201823091
1481,155fo155155f01837,1992,suv,2,California,CA,USA,90AHC372022,90AHC37202231683
1482,4nlzq4nl4nlz34369,2001,suv,2,Maine,ME,USA,61AHT272019,61AHT27201942372
1483,4qbki4qb4qbk44852,2003,suv,2,Michigan,MI,USA,87AH5362021,87AH536202171715
1484,6z0mu6z06z0m56149,2007,sedan,4,New Hampshire,NH,USA,71AH5302020,71AH530202079964
1486,8qscf8qs8qsc88549,2016,sedan,4,Tennessee,TN,USA,59AHQ262019,59AHQ26201923196
1487,2adaz2ad2ada12527,1995,suv,2,Florida,FL,USA,75AHH322020,75AHH32202052748
1489,4ng4h4ng4ng434371,2001,suv,2,Maine,ME,USA,61AHT272019,61AHT27201935616
1490,7iyvn7iy7iyv77515,2012,sedan,4,Oregon,OR,USA,81AHE342021,81AHE34202151601
1491,4qhat4qh4qha44830,2003,suv,2,Michigan,MI,USA,87AH5362021,87AH536202167146
1492,4rxaj4rx4rxa44953,2003,suv,2,Michigan,MI,USA,70AHK302020,70AHK30202035888
1493,5vr7t5vr5vr755555,2005,sedan,4,Montana,MT,USA,80AHK332021,80AHK33202168019
1494,5uwpb5uw5uwp45357,2005,suv,2,Missouri,MO,USA,49AHT232018,49AHT23201818556
1495,4puwj4pu4puw44737,2002,suv,2,Massachusetts,MA,USA,44AH5212018,44AH521201833351
1496,8pv9d8pv8pv988440,2015,sedan,4,Tennessee,TN,USA,69AHQ302020,69AHQ30202053715
1498,7kwbn7kw7kwb77706,2013,sedan,4,Pennsylvania,PA,USA,85AHE352021,85AHE35202143254
1499,6zb0n6zb6zb056224,2007,sedan,4,New Jersey,NJ,USA,59AHQ262019,59AHQ26201980653
1501,5vptb5vp5vpt55534,2005,sedan,4,Montana,MT,USA,80AHK332021,80AHK33202131963
1502,7ikmj7ik7ikm77506,2012,sedan,4,Oregon,OR,USA,81AHE342021,81AHE34202172737
1503,3gahz3ga3gah23369,1998,suv,2,Indiana,IN,USA,58AHE262019,58AHE26201985255
1504,5uaud5ua5uau45441,2005,suv,2,Missouri,MO,USA,49AHT232018,49AHT23201823947
1506,6zu4g6zu6zu456174,2007,sedan,4,New Hampshire,NH,USA,71AH5302020,71AH530202083182
1507,28hhy28h28hh12246,1994,suv,2,Connecticut,CT,USA,80AHK342021,80AHK34202199041
1508,6bsnt6bs6bsn66478,2008,sedan,4,New Mexico,NM,USA,62AHQ272019,62AHQ27201956121
1509,6zbdr6zb6zbd56201,2007,sedan,4,New Hampshire,NH,USA,71AH5302020,71AH530202055109
1510,3icz23ic3icz23666,1999,suv,2,Iowa,IA,USA,96AHE392022,96AHE39202272332
1511,7hjl77hj7hjl67294,2011,sedan,4,Ohio,OH,USA,43AH5212018,43AH521201875798
1513,7ktqs7kt7ktq77692,2013,sedan,4,Pennsylvania,PA,USA,85AHE352021,85AHE35202188416
1514,4kqsy4kq4kqs34033,2000,suv,2,Kentucky,KY,USA,46AHE222018,46AHE22201862523
1515,10qwz10q10qw01017,1990,suv,2,Alabama,AL,USA,85AHE352021,85AHE35202125510
1516,6ykyh6yk6yky56028,2007,sedan,4,Nevada,NV,USA,47AHE222018,47AHE22201819802
1517,7hau37ha7hau67280,2011,sedan,4,Ohio,OH,USA,43AH5212018,43AH521201882188
1518,6abxs6ab6abx56266,2008,sedan,4,New Jersey,NJ,USA,59AHQ262019,59AHQ26201948212
1519,8mjob8mj8mjo78066,2014,sedan,4,South Carolina,SC,USA,46AHH222018,46AHH22201892468
1521,5y5ro5y55y5r55949,2007,sedan,4,Nevada,NV,USA,41AHT202018,41AHT20201844575
1522,8mafj8ma8maf78017,2014,sedan,4,Rhode Island,RI,USA,79AHH332021,79AHH33202175465
1523,4ltyi4lt4lty34118,2000,suv,2,Louisiana,LA,USA,92AHQ382022,92AHQ38202258985
1524,8nzop8nz8nzo78187,2014,sedan,4,South Carolina,SC,USA,85AHQ352021,85AHQ35202115216
1525,3jvsi3jv3jvs33843,1999,suv,2,Kansas,KS,USA,52AH5242018,52AH524201880168
1526,5u7cv5u75u7c45416,2005,suv,2,Missouri,MO,USA,49AHT232018,49AHT23201847646
1527,3hilo3hi3hil23604,1998,suv,2,Iowa,IA,USA,41AHH202018,41AHH20201867726
1528,3jg743jg3jg733859,1999,suv,2,Kansas,KS,USA,52AH5242018,52AH524201878776
1530,7j0sf7j07j0s77613,2012,sedan,4,Oregon,OR,USA,60AHC272019,60AHC27201921987
1531,6ewzg6ew6ewz66810,2010,sedan,4,North Carolina,NC,USA,83AHK352021,83AHK35202178188
1532,6ygnm6yg6ygn56001,2007,sedan,4,Nevada,NV,USA,47AHE222018,47AHE22201896871
1533,6eczh6ec6ecz66930,2010,sedan,4,North Carolina,NC,USA,49AHT232018,49AHT23201896172
1534,4nkaa4nk4nka34347,2001,suv,2,Maine,ME,USA,61AHT272019,61AHT27201999209
1535,4olti4ol4olt34549,2002,suv,2,Maryland,MD,USA,83AHE342021,83AHE34202136109
1536,102iw102102i01061,1990,suv,2,Alabama,AL,USA,85AHE352021,85AHE35202115055
1537,3izim3iz3izi23667,1999,suv,2,Iowa,IA,USA,96AHE392022,96AHE39202297546
1540,7jrqc7jr7jrq77673,2012,sedan,4,Pennsylvania,PA,USA,85AHE352021,85AHE35202117238
1541,6yvoc6yv6yvo56010,2007,sedan,4,Nevada,NV,USA,47AHE222018,47AHE22201869270
1543,8pjwp8pj8pjw88407,2015,sedan,4,Tennessee,TN,USA,69AHQ302020,69AHQ30202071071
1544,8onit8on8oni88270,2015,sedan,4,South Dakota,SD,USA,72AHH312020,72AHH31202051272
1545,8rik98ri8rik88787,2016,sedan,4,Utah,UT,USA,93AHK382022,93AHK38202229484
1546,264at264264a12008,1993,suv,2,Colorado,CO,USA,77AHT322021,77AHT32202115883
1547,16cck16c16cc11944,1993,suv,2,Colorado,CO,USA,54AHQ242019,54AHQ24201933816
1548,4n3ln4n34n3l34416,2001,suv,2,Maine,ME,USA,61AHT272019,61AHT27201914920
1549,28co728c28co12176,1994,suv,2,Connecticut,CT,USA,80AHK342021,80AHK34202167563
1550,8pcwz8pc8pcw88468,2015,sedan,4,Tennessee,TN,USA,69AHQ302020,69AHQ30202099846
1551,4pgyk4pg4pgy44673,2002,suv,2,Massachusetts,MA,USA,85AHQ352021,85AHQ35202154729
1552,8pffs8pf8pff88513,2015,sedan,4,Tennessee,TN,USA,59AHQ262019,59AHQ26201964281
1554,2bcbs2bc2bcb12701,1995,suv,2,Georgia,GA,USA,92AHE372022,92AHE37202286619
1555,5wddn5wd5wdd55736,2006,sedan,4,Nebraska,NE,USA,61AHC272019,61AHC27201962629
1556,8nrgn8nr8nrg78126,2014,sedan,4,South Carolina,SC,USA,85AHQ352021,85AHQ35202192742
1557,5u5ro5u55u5r45474,2005,suv,2,Missouri,MO,USA,49AHT232018,49AHT23201821337
1558,3eoct3eo3eoc23132,1997,suv,2,Idaho,ID,USA,66AHQ292020,66AHQ29202073784
1559,3kf3d3kf3kf333919,2000,suv,2,Kentucky,KY,USA,40AHK202018,40AHK20201830313
1560,10zx210z10zx01106,1990,suv,2,Alabama,AL,USA,46AHE222018,46AHE22201898695
1561,7i2bp7i27i2b77421,2012,sedan,4,Oklahoma,OK,USA,84AHC352021,84AHC35202141280
1562,8nv1m8nv8nv188247,2014,sedan,4,South Dakota,SD,USA,72AHH312020,72AHH31202018188
1564,7ffue7ff7ffu67057,2010,sedan,4,North Dakota,ND,USA,46AHK222018,46AHK22201823605
1565,3kipn3ki3kip33978,2000,suv,2,Kentucky,KY,USA,46AHE222018,46AHE22201812932
1567,7jilw7ji7jil77674,2012,sedan,4,Pennsylvania,PA,USA,85AHE352021,85AHE35202137661
1568,3fwf23fw3fwf23182,1997,suv,2,Illinois,IL,USA,45AHK212018,45AHK21201816282
1569,5rwur5rw5rwu45039,2003,suv,2,Minnesota,MN,USA,67AHE292020,67AHE29202099666
1570,2dcmv2dc2dcm22954,1996,suv,2,Hawaii,HI,USA,69AH5302020,69AH530202059692
1571,5xxdu5xx5xxd55835,2006,sedan,4,Nebraska,NE,USA,42AHH202018,42AHH20201821505
1572,7idpd7id7idp77472,2012,sedan,4,Oklahoma,OK,USA,84AHC352021,84AHC35202122635
1573,3fozs3fo3foz23184,1997,suv,2,Illinois,IL,USA,45AHK212018,45AHK21201895229
1575,4nc6n4nc4nc634468,2001,suv,2,Maryland,MD,USA,91AHT372022,91AHT37202290254
1576,3gq1n3gq3gq123336,1998,suv,2,Illinois,IL,USA,99AHH402022,99AHH40202230633
1578,8pjvl8pj8pjv88410,2015,sedan,4,Tennessee,TN,USA,69AHQ302020,69AHQ30202018649
1579,5xrgs5xr5xrg55933,2006,sedan,4,Nevada,NV,USA,41AHT202018,41AHT20201816239
1580,12v5p12v12v501408,1991,suv,2,Arizona,AZ,USA,72AHH312020,72AHH31202023208
1581,6ehju6eh6ehj66831,2010,sedan,4,North Carolina,NC,USA,83AHK352021,83AHK35202119932
1582,6zn8g6zn6zn856193,2007,sedan,4,New Hampshire,NH,USA,71AH5302020,71AH530202029156
1583,8r4cc8r48r4c88711,2016,sedan,4,Texas,TX,USA,56AHQ252019,56AHQ25201944920
1584,7jn7u7jn7jn777601,2012,sedan,4,Oregon,OR,USA,60AHC272019,60AHC27201936553
1585,3koeo3ko3koe33928,2000,suv,2,Kentucky,KY,USA,40AHK202018,40AHK20201821098
1586,11h6l11h11h601168,1990,suv,2,Alabama,AL,USA,46AHE222018,46AHE22201828971
1587,8qnih8qn8qni88692,2016,sedan,4,Texas,TX,USA,56AHQ252019,56AHQ25201913936
1588,7ky4u7ky7ky477709,2013,sedan,4,Pennsylvania,PA,USA,85AHE352021,85AHE35202110138
1589,2cibv2ci2cib22836,1996,suv,2,Hawaii,HI,USA,63AHH272019,63AHH27201923726
1590,8ptp48pt8ptp88415,2015,sedan,4,Tennessee,TN,USA,69AHQ302020,69AHQ30202048015
1591,4pjll4pj4pjl44740,2002,suv,2,Massachusetts,MA,USA,44AH5212018,44AH521201885133
1592,29qrt29q29qr12325,1994,suv,2,Delaware,DE,USA,49AHH232018,49AHH23201842710
1593,3gr9q3gr3gr923453,1998,suv,2,Indiana,IN,USA,47AHK222018,47AHK22201835209
1594,4q8zj4q84q8z44866,2003,suv,2,Michigan,MI,USA,87AH5362021,87AH536202117422
1595,8pniz8pn8pni88489,2015,sedan,4,Tennessee,TN,USA,59AHQ262019,59AHQ26201978133
1596,2aefc2ae2aef12570,1995,suv,2,Florida,FL,USA,47AHH222018,47AHH22201838316
1597,4omty4om4omt34563,2002,suv,2,Maryland,MD,USA,83AHE342021,83AHE34202137948
1598,3jvzb3jv3jvz33900,1999,suv,2,Kentucky,KY,USA,40AHK202018,40AHK20201857670
1599,7g3tq7g37g3t67111,2011,sedan,4,North Dakota,ND,USA,46AHK222018,46AHK22201881637
1600,7hurs7hu7hur77340,2011,sedan,4,Oklahoma,OK,USA,62AH5272019,62AH527201915135
1602,3i87w3i83i8723666,1999,suv,2,Iowa,IA,USA,96AHE392022,96AHE39202291708
1603,4l89p4l84l8934190,2000,suv,2,Louisiana,LA,USA,55AHT252019,55AHT25201970353
1604,108pd108108p01010,1990,suv,2,Alabama,AL,USA,85AHE352021,85AHE35202112166
1605,7gh3e7gh7gh367165,2011,sedan,4,Ohio,OH,USA,74AHQ312020,74AHQ31202061041
1606,3gyv43gy3gyv23445,1998,suv,2,Indiana,IN,USA,47AHK222018,47AHK22201851677
1608,2bnfh2bn2bnf12656,1995,suv,2,Georgia,GA,USA,92AHE372022,92AHE37202214684
1609,16mye16m16my11970,1993,suv,2,Colorado,CO,USA,54AHQ242019,54AHQ24201927030
1610,5xa0f5xa5xa055824,2006,sedan,4,Nebraska,NE,USA,42AHH202018,42AHH20201838401
1611,7jyah7jy7jya77660,2012,sedan,4,Pennsylvania,PA,USA,85AHE352021,85AHE35202151632
1612,5tiks5ti5tik45251,2004,suv,2,Mississippi,MS,USA,85AHQ352021,85AHQ35202167326
1614,8mnxk8mn8mnx78024,2014,sedan,4,South Carolina,SC,USA,46AHH222018,46AHH22201834896
1615,7hwkp7hw7hwk77315,2011,sedan,4,Oklahoma,OK,USA,62AH5272019,62AH527201989822
1616,27nvw27n27nv12059,1993,suv,2,Colorado,CO,USA,77AHT322021,77AHT32202198231
1617,6ci2p6ci6ci266602,2009,sedan,4,New York,NY,USA,72AHE312020,72AHE31202020312
1618,13ya113y13ya01539,1991,suv,2,Arizona,AZ,USA,63AHQ282019,63AHQ28201928917
1619,4r4lg4r44r4l44926,2003,suv,2,Michigan,MI,USA,70AHK302020,70AHK30202061206
1620,3fqic3fq3fqi23280,1997,suv,2,Illinois,IL,USA,99AHH402022,99AHH40202278054
1621,12aqj12a12aq01359,1991,suv,2,Alaska,AK,USA,40AHH202018,40AHH20201816513
1624,3enrh3en3enr23038,1997,suv,2,Idaho,ID,USA,55AHQ252019,55AHQ25201996677
1625,4pqto4pq4pqt44711,2002,suv,2,Massachusetts,MA,USA,44AH5212018,44AH521201847764
1627,3ggkl3gg3ggk23461,1998,suv,2,Indiana,IN,USA,47AHK222018,47AHK22201872395
1629,6bqu66bq6bqu66497,2008,sedan,4,New Mexico,NM,USA,60AHH272019,60AHH27201991649
1630,2dedm2de2ded22987,1996,suv,2,Idaho,ID,USA,55AHQ252019,55AHQ25201949108
1631,27fvc27f27fv12159,1993,suv,2,Connecticut,CT,USA,65AHK282020,65AHK28202011407
1632,3krfq3kr3krf33919,2000,suv,2,Kentucky,KY,USA,40AHK202018,40AHK20201826751
1633,6bb0k6bb6bb066476,2008,sedan,4,New Mexico,NM,USA,62AHQ272019,62AHQ27201958883
1634,5udwg5ud5udw45452,2005,suv,2,Missouri,MO,USA,49AHT232018,49AHT23201871991
1635,6edgs6ed6edg66863,2010,sedan,4,North Carolina,NC,USA,49AHT232018,49AHT23201865947
1636,2c7vy2c72c7v22858,1996,suv,2,Hawaii,HI,USA,63AHH272019,63AHH27201910764
1637,8o8tb8o88o8t88266,2015,sedan,4,South Dakota,SD,USA,72AHH312020,72AHH31202047294
1638,3f3cg3f33f3c23215,1997,suv,2,Illinois,IL,USA,45AHK212018,45AHK21201856186
1639,3eas13ea3eas23083,1997,suv,2,Idaho,ID,USA,66AHQ292020,66AHQ29202068314
1640,3iisz3ii3iis33754,1999,suv,2,Kansas,KS,USA,45AHK212018,45AHK21201844891
1641,5xozc5xo5xoz55828,2006,sedan,4,Nebraska,NE,USA,42AHH202018,42AHH20201851560
1643,6dry96dr6dry66760,2009,sedan,4,North Carolina,NC,USA,83AHK352021,83AHK35202151379
1644,3knq93kn3knq33989,2000,suv,2,Kentucky,KY,USA,46AHE222018,46AHE22201812672
1645,2dbg52db2dbg22994,1996,suv,2,Idaho,ID,USA,55AHQ252019,55AHQ25201925988
1646,7ggl77gg7ggl67204,2011,sedan,4,Ohio,OH,USA,74AHQ312020,74AHQ31202028457
1647,3fiw43fi3fiw23305,1997,suv,2,Illinois,IL,USA,99AHH402022,99AHH40202214473
1648,106lk106106l01069,1990,suv,2,Alabama,AL,USA,85AHE352021,85AHE35202162743
1649,7gkit7gk7gki67229,2011,sedan,4,Ohio,OH,USA,43AH5212018,43AH521201880245
1650,7lbgi7lb7lbg77936,2013,sedan,4,Rhode Island,RI,USA,79AHH332021,79AHH33202117057
1651,12uh312u12uh01365,1991,suv,2,Arizona,AZ,USA,72AHH312020,72AHH31202072576
1652,7j7tf7j77j7t77663,2012,sedan,4,Pennsylvania,PA,USA,85AHE352021,85AHE35202147779
1653,7khmu7kh7khm77817,2013,sedan,4,Pennsylvania,PA,USA,81AHK342021,81AHK34202141093
1654,14srm14s14sr01651,1992,suv,2,Arkansas,AR,USA,42AH5202018,42AH520201860240
1655,4r8dg4r84r8d44955,2003,suv,2,Michigan,MI,USA,70AHK302020,70AHK30202041191
1656,5v1yk5v15v1y55639,2005,sedan,4,Montana,MT,USA,52AHC242018,52AHC24201811892
1657,8m1sj8m18m1s78038,2014,sedan,4,South Carolina,SC,USA,46AHH222018,46AHH22201834104
1658,3jsis3js3jsi33878,1999,suv,2,Kansas,KS,USA,52AH5242018,52AH524201874710
1659,4ol934ol4ol934502,2002,suv,2,Maryland,MD,USA,91AHT372022,91AHT37202242213
1660,6afwl6af6afw56299,2008,sedan,4,New Jersey,NJ,USA,59AHQ262019,59AHQ26201912976
1661,6zymv6zy6zym56205,2007,sedan,4,New Hampshire,NH,USA,71AH5302020,71AH530202058443
1662,7lb5r7lb7lb577837,2013,sedan,4,Pennsylvania,PA,USA,81AHK342021,81AHK34202126786
1663,6dt6d6dt6dt666742,2009,sedan,4,New York,NY,USA,94AHC382022,94AHC38202239589
1664,6aev46ae6aev56308,2008,sedan,4,New Jersey,NJ,USA,59AHQ262019,59AHQ26201988074
1665,7kgoe7kg7kgo77734,2013,sedan,4,Pennsylvania,PA,USA,85AHE352021,85AHE35202153422
1666,7glpv7gl7glp67148,2011,sedan,4,Ohio,OH,USA,74AHQ312020,74AHQ31202090641
1667,14e4k14e14e401681,1992,suv,2,Arkansas,AR,USA,42AH5202018,42AH520201863990
1668,7g0vr7g07g0v67194,2011,sedan,4,Ohio,OH,USA,74AHQ312020,74AHQ31202031557
1669,8qvyh8qv8qvy88553,2016,sedan,4,Tennessee,TN,USA,59AHQ262019,59AHQ26201921059
1672,8oihv8oi8oih88310,2015,sedan,4,South Dakota,SD,USA,67AHC292020,67AHC29202099206
1673,11u2c11u11u201171,1990,suv,2,Alabama,AL,USA,46AHE222018,46AHE22201896565
1674,7gmnr7gm7gmn67102,2011,sedan,4,North Dakota,ND,USA,46AHK222018,46AHK22201828622
1675,5szpd5sz5szp45153,2004,suv,2,Mississippi,MS,USA,77AHQ322021,77AHQ32202120622
1676,29wbo29w29wb12419,1994,suv,2,Delaware,DE,USA,92AHC372022,92AHC37202232888
1677,14ssw14s14ss01695,1992,suv,2,Arkansas,AR,USA,42AH5202018,42AH520201872789
1678,3jild3ji3jil33797,1999,suv,2,Kansas,KS,USA,52AH5242018,52AH524201857118
1679,8ndox8nd8ndo88241,2014,sedan,4,South Dakota,SD,USA,72AHH312020,72AHH31202020706
1680,4qhmx4qh4qhm44867,2003,suv,2,Michigan,MI,USA,87AH5362021,87AH536202126839
1681,6c6vh6c66c6v66583,2009,sedan,4,New York,NY,USA,72AHE312020,72AHE31202079626
1682,5xxgt5xx5xxg55880,2006,sedan,4,Nevada,NV,USA,41AHT202018,41AHT20201847020
1683,3hqlf3hq3hql23499,1998,suv,2,Indiana,IN,USA,47AHK222018,47AHK22201855715
1684,5tquq5tq5tqu45351,2004,suv,2,Missouri,MO,USA,49AHT232018,49AHT23201820605
1685,4ofsd4of4ofs34525,2002,suv,2,Maryland,MD,USA,83AHE342021,83AHE34202178384
1686,5r7za5r75r7z45044,2003,suv,2,Minnesota,MN,USA,67AHE292020,67AHE29202014907
1688,11jry11j11jr01283,1990,suv,2,Alaska,AK,USA,40AHH202018,40AHH20201834748
1689,29nnf29n29nn12318,1994,suv,2,Delaware,DE,USA,49AHH232018,49AHH23201833807
1690,2bk5o2bk2bk512720,1995,suv,2,Georgia,GA,USA,92AHK382022,92AHK38202228205
1692,7f70i7f77f7067078,2010,sedan,4,North Dakota,ND,USA,46AHK222018,46AHK22201878800
1693,7fiif7fi7fii67040,2010,sedan,4,North Dakota,ND,USA,46AHK222018,46AHK22201867282
1694,5vfyy5vf5vfy55577,2005,sedan,4,Montana,MT,USA,80AHK332021,80AHK33202165399
1695,13hho13h13hh01518,1991,suv,2,Arizona,AZ,USA,63AHQ282019,63AHQ28201946345
1696,5wtja5wt5wtj55735,2006,sedan,4,Nebraska,NE,USA,61AHC272019,61AHC27201979962
1697,14wxm14w14wx01610,1992,suv,2,Arkansas,AR,USA,56AHT252019,56AHT25201947974
1699,27euj27e27eu12140,1993,suv,2,Connecticut,CT,USA,65AHK282020,65AHK28202064692
1700,6cj4p6cj6cj466555,2009,sedan,4,New Mexico,NM,USA,60AHH272019,60AHH27201979751
1701,3jgzs3jg3jgz33836,1999,suv,2,Kansas,KS,USA,52AH5242018,52AH524201883907
1702,7lppp7lp7lpp77958,2013,sedan,4,Rhode Island,RI,USA,79AHH332021,79AHH33202158210
1703,2dcom2dc2dco22920,1996,suv,2,Hawaii,HI,USA,69AH5302020,69AH530202042040
1704,4pay24pa4pay44640,2002,suv,2,Massachusetts,MA,USA,85AHQ352021,85AHQ35202150325
1705,11rfz11r11rf01159,1990,suv,2,Alabama,AL,USA,46AHE222018,46AHE22201887082
1707,7jr1y7jr7jr177628,2012,sedan,4,Oregon,OR,USA,60AHC272019,60AHC27201984025
1708,3jyat3jy3jya33853,1999,suv,2,Kansas,KS,USA,52AH5242018,52AH524201894642
1710,6c01k6c06c0166529,2009,sedan,4,New Mexico,NM,USA,60AHH272019,60AHH27201926288
1712,4lpvd4lp4lpv34160,2000,suv,2,Louisiana,LA,USA,55AHT252019,55AHT25201923184
1713,8ofyf8of8ofy88281,2015,sedan,4,South Dakota,SD,USA,72AHH312020,72AHH31202076848
1714,28m8w28m28m812267,1994,suv,2,Delaware,DE,USA,49AHH232018,49AHH23201855044
1715,13mnm13m13mn01485,1991,suv,2,Arizona,AZ,USA,63AHQ282019,63AHQ28201979982
1716,2dxkg2dx2dxk22917,1996,suv,2,Hawaii,HI,USA,69AH5302020,69AH530202026260
1717,5vmvp5vm5vmv55558,2005,sedan,4,Montana,MT,USA,80AHK332021,80AHK33202172056
1718,8pyu68py8pyu88498,2015,sedan,4,Tennessee,TN,USA,59AHQ262019,59AHQ26201997212
1719,5tzvg5tz5tzv45352,2004,suv,2,Missouri,MO,USA,49AHT232018,49AHT23201826582
1720,5uixs5ui5uix45369,2005,suv,2,Missouri,MO,USA,49AHT232018,49AHT23201816220
1721,156ta156156t01730,1992,suv,2,California,CA,USA,82AHT342021,82AHT34202155930
1722,3ituv3it3itu23616,1999,suv,2,Iowa,IA,USA,96AHE392022,96AHE39202288028
1723,27f9c27f27f912017,1993,suv,2,Colorado,CO,USA,77AHT322021,77AHT32202193413
1724,157aj157157a01747,1992,suv,2,California,CA,USA,82AHT342021,82AHT34202186872
1725,2807s280280712171,1994,suv,2,Connecticut,CT,USA,80AHK342021,80AHK34202161399
1726,8olqj8ol8olq88275,2015,sedan,4,South Dakota,SD,USA,72AHH312020,72AHH31202079305
1728,3f6oc3f63f6o23249,1997,suv,2,Illinois,IL,USA,45AHK212018,45AHK21201837739
1729,3g0ra3g03g0r23438,1998,suv,2,Indiana,IN,USA,47AHK222018,47AHK22201824846
1730,7lne07ln7lne77965,2013,sedan,4,Rhode Island,RI,USA,79AHH332021,79AHH33202120515
1731,4pkh14pk4pkh44652,2002,suv,2,Massachusetts,MA,USA,85AHQ352021,85AHQ35202120991
1732,6cuh06cu6cuh66568,2009,sedan,4,New Mexico,NM,USA,60AHH272019,60AHH27201956612
1733,8no0s8no8no078175,2014,sedan,4,South Carolina,SC,USA,85AHQ352021,85AHQ35202151620
1734,28p0228p28p012214,1994,suv,2,Connecticut,CT,USA,80AHK342021,80AHK34202153526
1735,7lwnt7lw7lwn77923,2013,sedan,4,Rhode Island,RI,USA,69AHK302020,69AHK30202067357
1736,295jh295295j12319,1994,suv,2,Delaware,DE,USA,49AHH232018,49AHH23201830153
1737,4nduk4nd4ndu34475,2001,suv,2,Maryland,MD,USA,91AHT372022,91AHT37202284303
1738,4qp5i4qp4qp544909,2003,suv,2,Michigan,MI,USA,70AHK302020,70AHK30202049380
1739,6y8dv6y86y8d56068,2007,sedan,4,New Hampshire,NH,USA,47AHT222018,47AHT22201865091
1740,2amlq2am2aml12517,1995,suv,2,Florida,FL,USA,75AHH322020,75AHH32202038606
1741,8o4fl8o48o4f88349,2015,sedan,4,South Dakota,SD,USA,67AHC292020,67AHC29202063691
1742,5syyq5sy5syy45119,2004,suv,2,Minnesota,MN,USA,41AHC202018,41AHC20201861129
1743,6z6eo6z66z6e56132,2007,sedan,4,New Hampshire,NH,USA,71AH5302020,71AH530202018222
1744,4kx1t4kx4kx134039,2000,suv,2,Kentucky,KY,USA,46AHE222018,46AHE22201888782
1745,4lg9m4lg4lg934102,2000,suv,2,Louisiana,LA,USA,92AHQ382022,92AHQ38202259556
1746,3hbpx3hb3hbp23477,1998,suv,2,Indiana,IN,USA,47AHK222018,47AHK22201852625
1747,7jkga7jk7jkg77545,2012,sedan,4,Oregon,OR,USA,81AHE342021,81AHE34202190217
1748,8re4c8re8re488831,2016,sedan,4,Utah,UT,USA,90AH5372022,90AH537202238157
1749,8qtbt8qt8qtb88597,2016,sedan,4,Texas,TX,USA,84AHC352021,84AHC35202173257
1750,5st4e5st5st445074,2004,suv,2,Minnesota,MN,USA,41AHC202018,41AHC20201890663
1751,15uco15u15uc01821,1992,suv,2,California,CA,USA,90AHC372022,90AHC37202279584
1752,7hnjd7hn7hnj67290,2011,sedan,4,Ohio,OH,USA,43AH5212018,43AH521201859053
1753,3juul3ju3juu33865,1999,suv,2,Kansas,KS,USA,52AH5242018,52AH524201894357
1754,2dgv52dg2dgv22918,1996,suv,2,Hawaii,HI,USA,69AH5302020,69AH530202080390
1755,14xr314x14xr01675,1992,suv,2,Arkansas,AR,USA,42AH5202018,42AH520201817542
1756,7hldc7hl7hld77363,2011,sedan,4,Oklahoma,OK,USA,62AH5272019,62AH527201929751
1757,8m2ro8m28m2r78079,2014,sedan,4,South Carolina,SC,USA,46AHH222018,46AHH22201849801
